id,number,title,office_marker_info,official_url,description,county,location_info,latitude,longitude,created_at,updated_at
123,123,Cradlebaugh Bridge,<p>STATE HISTORICAL MARKER No. 123</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>CARSON VALLEY HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/123,"<p>The remains of Cradlebaugh Bridge, built in 1861, by William Cradlebaugh, stand ¼ mile west of here.  This bridge shortened the distance from Carson City to Aurora in the then- booming Esmeralda Mining District.</p><p>There were two routes from Carson City south to the bridge where they joined, crossed the river, and headed into the desert.  One followed the westside of the Carson River.  The foothill alternate went via Jacks Valley and the old John James Ranch, then around the hill to the bridge.  Five miles south of Cradlebaugh Bridge the road passed Desert Station, a lively hostelry, and beyond, the Twelve Mile House enroute to Esmeralda.</p><p>The road and bridge were purchased by Douglas County in 1895 for $5,000.</p>",Douglas," Carson River Basin, Douglas County. Located on U.S. Highway 395 nine miles south of Carson City, Nevada.",39.046749999999996,-119.78011111111111,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
124,124,Boyd Toll Road,"",http://nvshpo.org/historical-markers/124,"",Douglas," Carson River Basin, Douglas County. Located on U.S. Highway 395 fourteen miles south of Carson City, Nevada.",38.98766,-119.77904,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
125,125,Twelve Mile House,<p>STATE HISTORICAL MARKER no. 125</p>,http://nvshpo.org/historical-markers/125,"<p>An important hostelry was known as Twelve Mile House because of its distance from Genoa and also from Cradlebaugh Bridge across the Carson River.  It was built in 1860 by Thomas Wheeler, where the Boyd toll road to Genoa and the Cradlebaugh toll road to Carson City converged.  In this vicinity a second station was built by James Teasdale.</p><p>Twelve Mile House was an important stop on the road to the Esmeralda mining camp of Aurora.</p><p>state historic preservation office</p><p>carson valley historical society</p>",Douglas," Carson River Basin, Douglas County. Located on U.S. Highway 395 six miles south of Gardnerville, Nevada.",38.90562,-119.7064,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
126,126,Double Springs,<p>STATE HISTORICAL MARKER no. 126</p><p>CARSON VALLEY HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/126,"<p>Double Springs was the notorious Round Tent Ranch, or Spragues, a station on the road to Esmeralda.  Here, James C. Dean, one of the owners and Justice of the Peace in the district in 1864, murdered his wife.  This station was connected by the Olds Toll Road with the headquarters of the horse thieves at Fairview.</p><p>About four miles north is Mammoth Ledge, post office of the Eagle Mining District, and the polling place in 1861 of the Mammoth Precinct of Douglas County.  After 1866, it was known as Carter’s Station, a stopping place on the road to Esmeralda.</p><p>state historic preservation office</p>",Douglas," Carson River Basin, Douglas County. Located on U.S. Highway 395 thirteen miles south of Gardnerville, Nevada.",38.79115,-119.59751,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
127,127,Courthouse Site (1865-1907),"<p>STATE HISTORICAL MARKER no. 127</p>
<p>DAYTON HISTORICAL SOCIETY</p>
<p>Nevada State Park system</p>",http://nvshpo.org/historical-markers/127,"<p>Dayton was the first seat of Lyon County.  After the courthouse burned in 1909, the seat was moved to Yerington in 1911.  Utilizing the ruins, the townspeople built a much needed high school.  Closed in 1959, it was reactivated as a junior high school in 1972.</p>",Lyon," Carson River Basin, Lyon County Located on Old U.S. Highway 50 in Dayton, Nevada.",38.45069,-119.22139,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
128,128,The Great Train Robbery,"<p>STATE HISTORICAL MARKER No. 128</p>
<p>Nevada State Park system</p>
<p>Snowshoe Thomson Chapter 1827, E. Clampus Vitus</p>",http://nvshpo.org/historical-markers/128,"<p>The west’s first train robbery occurred near this site on the night of November 4, 1870.  Five men, led by a stage robber-Sunday school superintendent, John Chapman, boarded the Central Pacific Overland Express at Verdi, Nevada.  Two took over the engine, one the express car, and two the rear platform.  One half mile east, the engine and express car were halted and cut free, then proceeded about five miles where they were stopped by a barricade.  Here the robbers forced the messenger to open up, seizing $41,600 in gold coin, they road off.  The unoccupied cars coasted down grade and met the engine.  The train proceeded to Reno.  After a two state chase all were caught, tried and convicted. About ninety percent of the gold was recovered.</p>",Washoe,"Truckee River Basin, Washoe County. Located at the railroad crossing near Verdi Inn at Verdi.",39.31047,-119.59307,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
129,129,Gardnerville,"<p>STATE HISTORICAL MARKER no. 129</p>
<p>CARSON CITY HISTORICAL SOCIETY</p>
<p>state historic preservation office</p>",http://nvshpo.org/historical-markers/129,"<p>Early Gardnerville served the farming community and teamsters who hauled local produce to booming Bodie.  The first buildings were a blacksmith shop, a saloon, and the Gardnerville hotel.  The latter was moved by Lawrence Gilman in 1879 from the emigrant trail between Genoa and Walley’s Hot Springs, where it was known as Kent house, to this site, the homestead of John M. Gardner.</p><p>Just as Genoa was the center for British (largely Mormon) settlers after 1851, so Gardnerville, after 1879, became the center for 1,870 Danish immigrants, who founded the Valhalla Society in 1885 and met in Valhalla Hall, one block south.</p><p>Starting in 1898, Spanish and French Basque shepherds tended some 13,000 sheep in Carson Valley, which increased to 25,000 by 1925, when the Basques began acquiring their own sheep and land. After 1918, several Basques in Gardnerville opened inns which flourished during Prohibition in the 1920s.</p>",Douglas," Carson River Basin, Douglas County. Located at the J&T Bar in Gardnerville, Nevada.",38.94048,-119.74913,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
130,130,Minden,<p>STATE HISTORICAL MARKER no. 130</p><p>CARSON CITY HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/130,"<p>Minden, the seat of Douglas County since 1916, was named for a town in Westphalia, Germany, where the founder of H.F. Dangberg Land and Livestock Company, was born in 1829.  The company established Minden in 1905 to provide terminal facilities for the Virginia and Truckee Railway, which was then extending a branch line southward from Carson City.  The passenger and freight depot was situated at this point.</p><p>Principal promoter of the town, and its related development, was H.F. Dangberg Jr., secretary of the company and son of the founder.</p><p>State historic preservation office</p>",Douglas," Carson River Basin, Douglas County. Located on U.S. Highway 395 at the Holiday Motel in Minden, Nevada.",38.95276,-119.76187,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
131,131,Dresslerville,"<p>STATE HISTORICAL MARKER No. 131</p>
<p>State Historic Preservation Office</p>
<p>CARSON VALLEY HISTORIC SOCIETY</p>",http://nvshpo.org/historical-markers/131,"<p>in 1917 State Senator William F. Dressler gave this 40 acre tract to the Washo Indians, then living on ranches in Carson Valley.  After a school was opened in 1924, it became a nucleus of settlement.</p><p>Before the intrusion of European Americans in the 1850s, Washos spent the winter in the Pinenut Hills, where they stored autumn harvested pinenuts.  In summer, they lived in the Lake Tahoe Basin, fishing the tributary streams and gathering roots and berries.  In fall, they hunted rabbits and gathered seeds in Carson Valley.</p>",Douglas," Carson River Basin, Douglas County. Located on U.S. Highway 395 six miles south of Gardnerville, Nevada.",38.90562,-119.70643,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
132,132,Mackay Mansion,<p>STATE HISTORIC MARKER No. 132</p><p>DIVISION OF HISTORIC PRESERVATION & ARCHEOLOGY</p><p>NEVADA LANDMARKS SOCIETY</p>,http://nvshpo.org/historical-markers/132,"<p>Once the residence of John Mackay, this elegant mansion also served as the office for the Gould & Curry Mining Company.  Mackay, an Irish-born immigrant, was the richest man the Comstock ever produced.  Built in the 1860’s this building survived the “Great Fire of 1875” and was the headquarters for Mackay, Fair, Flood, and O’Brian – “Silver Kings” of the Comstock.</p>",Storey," Carson River Basin, Storey County Located on the house located on South D Street in Virginia City.",39.18398,-119.39013,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
133,133,Fish Lake Valley,"<p>State Historic Marker No. 133</p>
<p>Nevada State Park System</p>
<p>Dorcas Women’s Club</p>",http://nvshpo.org/historical-markers/133,"<p>This valley was settled when the palmetto mining district was discovered in 1866.  In the 1870’s the Griffing & Wyman’s, as well as the Pacific Borax Works, were extracting borax at Fish Lake</p><p>The Carson and Columbus stage line ran northward to aurora and Carson City, making connections with log springs in the Sylvania district and lida.  Several local ranches supplied food to the freight industry and mining communities</p><p>A post office was opened at fish lake valley in 1881.</p><p>This marker commemorates the life and</p><p>times of W.O. Harrell, known as “Harrell,</p><p>the irrepressible,” citizen extraordinaire</p><p>of fish lake valley in the 1870’s</p>",Esmeralda," Central Region, Esmeralda County Located on State Route 264 in Dyer, Nevada.",38.08428,-117.27266,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
134,134,Trans-Sierran Pioneer Flight,"<p>State Historical Marker No. 134</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>HAZEL HOHN</p>",http://nvshpo.org/historical-markers/134,"<p>MARCH 22, 1919</p><p>The first authenticated air flight over the Sierra Nevada was successfully completed when four U.S. Army planes touched down here on an improvised field.</p><p>Originating at Mather Field, Sacramento, and led by Lt. Col. Henry L. Watson, the squadron was made up of three Liberty-powered Dehavillands and one 90 hp Curtiss Trainer.</p><p>The fliers, personally welcomed by Governor Emmet D. Boyle, were Watson, Lts. Ruggles, Curtis, Krull, Schwartz, and Haggett, and Sgt. Conway.  Haggett introduced an added surprise by landing his small trainer, unannounced, some minutes after the main flight.</p><p>The flight concluded in Reno that afternoon.</p><p>Governor Boyle flew as a passenger in one of the planes on its return flight to Sacramento, thus making him the first civilian ever to cross the Sierra in flight.</p>",Carson City," Carson River Basin, near Carson City. Located along U.S. Highway 50 three miles east of Carson City.",39.17253,-119.74875,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
135,135,New Pass Station,"<p>STATE HISTORIC MARKER No. 135</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>BOY SCOUTS OF AMERICA – TROOP 76 – RENO</p>",http://nvshpo.org/historical-markers/135,"<p>The rocks composing the walls of this stage station and freighter stop were in neat array and roofed with bundles of willow twigs in July 1861, when John Butterfield’s Overland Mail & Stage Company began traversing this Central or Simpson Route between Salt Lake City and Genoa, Nevada.</p><p>The spring on the hill was inadequate for both humans and horses.  However, Division Superintendent Thomas Plain’s support ranch, one mile to the west, kept this important team-watering and replacement-stop operating.</p><p>Completion of the first transcontinental railroad spelled the eventual demise of the Overland Stage line.  Butterfield sold out to Wells, Fargo & Company in 1866, which suspended all operations on the Central Route in February 1869.  The company continued to operate their diverted equipment on other lines until the early 1870s.</p>",Churchill," Central Region, Churchill County. Located along U.S. Highway 50, approximately 25 miles west of Austin, Nevada.",39.34045,-117.30614,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
136,136,Toquima Cave,<p>HISTORICAL MARKER No.136</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/136,<p>Text to be posted in near future</p>,Lander,"Humboldt River Basin, Lander County. Located at the junction of State Route 376 and U.S. Highway 50.",39.23597,-116.5631,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
137,137,Hickison Summit,<p>STATE HISTORICAL MARKER No. 137</p><p>STATE HISTORIC PRESERVATION OFFICE</p><p>AUSTIN CHAMBER OF COMMERCE</p>,http://nvshpo.org/historical-markers/137,"<p>About one mile northwest lies Hickison Summit, a natural pass between two low buttes. Passes and canyons were common Native American hunting locations for funneling and ambushing bighorn sheep and deer herds. Archaeological sites in the region reveal a dominance of bighorn bones and horn, reflecting the bighorn’s importance to Native Americans as food and raw material for tool production.  The bighorn lacked resistance to diseases introduced by domestic sheep in the nineteenth century, and this resulted in catastrophic bighorn population declines throughout the West. Federal and state wildlife programs are reintroducing bighorn herds to their former range in Nevada.</p><p>At the Bureau of Land Management’s Hickison Petroglyph Recreation Area north of the pass, prehistoric Native American petroglyphs, images and designs carved into a rock surface, are interpreted along a short hiking trail. Archaeologists hypothesize that the meanings for these designs include: ceremonial, female puberty markers; ritual hunting magic symbols; and rock art or simply graffiti.</p>",Lander," Central Region, Lander County Located on U.S. Highway 50, twenty-four miles east of Austin, Nevada.",39.26664,-116.44589,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
138,138,Belmont,<p>STATE HISTORIC MARKER No. 138</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/138,"<p>Belmont sits at an elevation of 7,400 feet. A spring flowing year round made this a gathering site of the Shoshone Indians for rabbit drives and celebrations.</p><p>In 1865, silver ore discoveries led to the development of an attractive tree-shaded mercantile community.  East Belmont became the mining and milling center. A wide range of nationalities worked the mines, operated businesses, and provided services.  At its height, Belmont had schools, churches, a post office, and a newspaper, as well as a Chinatown, a red-light district, and a race track. The town was the Nye County seat from 1867 to 1905, and a courthouse survives from this period.</p><p>Belmont had a reputation as a rowdy town. Incidents of saloon brawls, vigilante actions, shootings, hangings, and feuds made the town notorious. Well known Nevadans such as Jack Longstreet, Tasker Oddie, Jim Butler, and Andrew Maute all participated in local early history.</p><p>Silver production totaling four million dollars was from high grade but shallow ore. By 1890, most mines ceased to be profitable and were forced to shut down. Belmont’s population dwindled as most residents left for new discoveries in nearby mining camps.</p>",Nye," Central Region, Nye County Located on State Route 337 at the Belmont Courthouse State Historic Site, in Belmont, Nevada.",38.35778,-116.5255,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
139,139,Old Spanish Trail - The Journey of Death,<p>STATE HISTORICAL MARKER No. 139</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/139,"<p>Early Spanish traders named the fifty-five dry miles separating Las Vegas and the Muddy River the Journada Del Muerto (Journey of Death).  This longest stretch without water along the Old Spanish Trail was littered with the skeletons of animals and parts of wagons abandoned along the sandy desert.  Most experienced travelers made the trip at night.</p><p>John C. Frémont crossed the Journada in 1844 and commented: “We ate the barrel cactus and moistened our mouths with the acid of the sour dock. Hourly expecting to find water, we continued to press on to midnight, when after a hard and `uninterrupted march of 16 hours, our wild mules began running ahead; and in a mile or two we came to a bold running stream (the Muddy River).”</p>",Clark," Colorado River Basin, Clark County Located on Interstate Highway 15 at the Ute Interchange.",,,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
140,140,Old Spanish Trail - Graces Expedition,<p>STATE HISTORICAL MARKER No. 140</p><p>NEVADA STATE PARK SYSTEM</p><p>SOUTHERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/140,"<p>Seeking to open a land route between Tucson and California, Fray Francisco Garces explored the desert regions in 1775 and 1776.  By the end of February 1776, he had reached the Mohave Villages located a few miles south of this location on the Arizona bank of the Colorado River.  The Franciscan Father traveled alone in areas never before seen by a European American.  Relying on Native American guides, he walked from village to village.  The Mohaves agreed to lead him to the coast along a trail used for trade purposes.  On March 4, 1776 accompanied by four natives, Garces crossed the Colorado River and reached the San Gabriel Mission in California twenty days later.  His route followed a much older prehistoric trail used to bring shells and other trade good to the tribes of the mountain and desert West.</p>",Clark," Colorado River Basin, Clark County Located at the junction of U.S. Highway 95 and State Route 163.",35.11547,-114.51086,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
141,141,Old Spanish Trail - Armijo's Route,"<p>STATE HISTORICAL MARKER No. 141</p>
<p>State Historic Preservation Office</p>
<p>Southern Nevada Historical Society</p>
<p>Department of Cultural Affairs</p>",http://nvshpo.org/historical-markers/141,"<p>On January 8, 1830, the first pack train to pass from Santa Fe, New Mexico to Los Angeles crossed Las Vegas Valley.  Antonio Armijo, a merchant in Santa Fe, commanded the train and roughly sixty men.  The successful completion of the journey opened a trade route between the two Mexican provinces of New Mexico and California.</p><p>Following the “longest, crookedest, most arduous pack mule route in the history of America,” Armijo’s party and others brought woolen goods to Los Angeles and returned to Santa Fe driving herds of valuable mules and horses.  Later termed the Old Spanish Trail, this route was the principal means of transportation between the two Mexican territories, until the end of the Mexican War in 1848.</p>",Clark," Colorado River Basin, Clark County Located on State Route 41, six miles east of Henderson, Nevada.",36.05861,-114.54277,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
142,142,Old Spanish Trail -  Mountain Springs Pass,<p>STATE HISTORICAL MARKER No. 142</p><p>NEVADA STATE PARK SYSTEM</p><p>NORTHERN NEVADA HISTORICAL SOCIETY</p>,http://nvshpo.org/historical-markers/142,"<p>This portion of the Old Spanish Trail was discovered in January 1830, by Antonio Armijo during his first trip from Santa Fe to Los Angeles.  The springs just north of this marker provided excellent water and fed meadows of luxuriant grass for draft animals.  Two days were required to travel between Las Vegas and Mountain Springs Pass.  The trip was broken at Cottonwood Springs, the site of Blue Diamond, where an early start was usually made in order to climb the pass by nightfall.  Early travelers often referred to the area as Piute Springs, but the present title has been used for over a century.  The altitude made Mountain Springs one of the favorite camping spots on the trail.</p>",Clark," Colorado River Basin, Clark County Located on Interstate Highway 15 at Arden, two miles east of Mountain Springs Summit.",36.05861,-114.54277,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
143,143,Sarah Winnemucca Hopkins (1844-1891),"<p>STATE HISTORIC MARKER No. 143</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>MRS. CURTIS S. HARNER</p>",http://nvshpo.org/historical-markers/143,"<p>The Northern Paiute name Thocmentony (Shell-flower) was bestowed on this valiant daughter of Chief Winnemucca, and grandchild of the redoubtable Captain Truckee, a friend and supporter of Captain John C. Frémont.  Sarah Winnemucca sought understanding between her people and European Americans when the latter settled on Indian homelands. Sarah lectured, wrote a book (the first by a Native American woman), and founded a non-government school for Native children. She worked tirelessly to remedy injustice and to advocate peace.  Here at Fort Mcdermitt she served as an interpreter and teacher. In 2005, Sarah Winnemucca Hopkins was honored with a statue in the National Statuary Hall of the U.S. Capitol.</p>",Humboldt," Black Rock Desert Region, Humboldt County Located on the McDermitt Indian Reservation eight miles from U.S. 95.",40.56548,-117.29118,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
144,144,Fort McDermitt,<p>STATE HISTORICAL MARKER No.144</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/144,"<p>Established in 1865, fort Mcdermit was first called Quinn river camp #33 on the east fork.  Later, it was renamed in honor of military district commander Lt. Col. Charles McDermitt, who died while fighting Native Americans.  Typically, the fort consisted of several adobe, stone, and frame buildings surrounding a square.  Its purpose was to protect the Virginia city-Quinn river valley-Oregon road.  Twenty-four years of operation made it the longest serving active army fort in Nevada.  Its troops participated in the Modoc war and in conflicts with the Bannock and Shoshone tribes.  It was the last of the Nevada army posts in service when converted into an Indian reservation school in 1889.</p>",Humboldt," Black Rock Desert Region, Humboldt County Located on U.S. Highway 95 in McDermitt, Nevada.",41.56577,-117.42456,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
145,145,Unionville (Pershing County),<p>STATE HISTORICAL MARKER No. 145</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/145,"<p>Southern sympathizers settled in Buena Vista Canyon in 1861 after the discovery of silver ore.  Appropriately called Dixie, their camp’s name changed to Unionville in 1862, when the will of the neutral and northern factions of the population prevailed.  The town was designated as the seat of Humboldt County, which was itself the product of Buena Vista mining activity.  Unionville lost this distinction to Winnemucca in 1873.</p><p>By the late 1870s most of the local ores were depleted, but it remained a pleasant place, enjoying more amenities and less violence than most mining towns in spite of strong political feelings.</p><p>Today, Unionville still retains its picturesqueness.</p>",Pershing," Humboldt River Basin, Pershing County Located at the junction of State Route 400 and the gravel road to Unionville in the Buena Vista Valley, fifteen miles south of intersection with Interstate Highway 80.",40.2659,-118.04182,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
146,146,McDermitt Indian Reservation,"<p>STATE HISTORICAL MARKER No. 146</p>
<p>NEVADA STATE PARK SYSTEM</p>
<p>DAUGHTERS OF THE AMERICAN COLONISTS</p>",http://nvshpo.org/historical-markers/146,"<p>(NORTHERN PAIUTE)</p><p>In the mid-1860s many Paiutes returning from Oregon’s Indian reservation, joined some from the pyramid lake Indian reservation (home of the “cui-ui eaters”) because of poor treatment and the dishonest dealings of U.S. Indian agents.  These Native Americans settled about fort McDermitt, where they aided the local military against bannocks and others resisting settlers who were taking over.</p><p>Nearby mercury mines furnished employment for Native Americans adjusting to the life style of the settlers.  Likewise, today a local precision assembly industry utilizes the dexterity skills of the Indians today.  Red and green clays from the canyon are now made into pottery.</p>",Humboldt," Black Rock Desert Region, Humboldt County Located on U.S. Highway 95 south of McDermitt, Nevada.",,,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
147,147,Prehistoric Marsh Dwellers,"",http://nvshpo.org/historical-markers/147,"",Churchill," Carson and Humboldt River Basins, Churchill County. Located at the junction of Interstate Highway 80 and U.S. Highway 95.",39.94001,-118.749547,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
148,148,The Two Battles of Pyramid Lake,"<p>STATE HISTORICAL MARKER No. 148</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>DAUGHTERS OF THE AMERICAN COLONISTS</p>",http://nvshpo.org/historical-markers/148,"<p>Numu war leader, Numaga (young Winnemucca) desired only peace, but he fought back to defend his people.</p>",Washoe,"Truckee River Basin, Washoe County. Located along State Route 447, seven miles south of Nixon.",39.74930555555556,-119.33186111111111,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
149,149,High Rock Canyon,"<p>STATE HISTORIC MARKER No. 149</p>
<p>NEVADA STATE PARK SYSTEM</p>
<p>CAL-NEVA R.C. & D. PROJECT</p>",http://nvshpo.org/historical-markers/149,"<p>The presence of man from 3,000 B.C. to the gold-rush days is recorded on high canyon walls.  Prehistoric man left his rockshelters, campsites, and petroglyphs in this historically rich, remote, volcanic area.</p><p>Northern Paiute Indians roamed these lands when John C. Fremont first journeyed through high rock canyon in 1843.  The Applegate brothers blazed their trail from Oregon through the canyon to the Humboldt River in 1846.  Peter Lassen partially followed this route in 1848, and gold seekers crowded the trail in 1849.</p>",Washoe,"Truckee River Basin, Washoe County. Located at the junction of State Route 34 and the road to High Rock Lake.",,,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
150,150,Nevada's First State Park,"<p>STATE HISTORICAL MARKER No. 150</p>
<p>Nevada State Park System</p>",http://nvshpo.org/historical-markers/150,"<p>This park, situated on the old arrowhead trail, was designated on March 28, 1935 as boulder dam-valley of fire state park</p><p>Though four state parks were established by concurrent legislation, valley of fire is considered Nevada’s first state park as it was dedicated prematurely on Easter Sunday, 1934</p><p>Thomas w. Miller of Reno led the move to establish Nevada’s state park system.  He was appointed in 1935 as the first park commission chairman</p><p>Recognized nationally for its outstanding scenic, geologic, and archeological features, 8,760 acres were patented to the state in 1931 as a state exchange grant</p><p>Civilian conservation corp companies initiated park development in 1933.</p>",Clark," Colorado River Basin, Clark County Located the Visitor Center at the Valley of Fire State Park.",36.258,-114.30837,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
151,151,Duck Valley Indian Reservation,"<p>STATE HISTORIC MARKER No. 151</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>SHOSHONE – PAIUTE TRIBAL COUNCIL</p>",http://nvshpo.org/historical-markers/151,"<p>The Shoshone-Paiute Duck Valley Indian Reservation occupies over 450 square miles in Nevada and Idaho. Prior to European American settlement of the region, however, traditional Western Shoshone and Northern Paiute territories occupied most of present-day Nevada and parts of Oregon, Idaho, Utah, and California. The Duck Valley Indian Reservation was established by Executive Order in 1877 and expanded through 1910. The tribal government, today’s Duck Valley Indian Reservation Business Council, was formed following adoption and congressional approval of a constitution and bylaws in 1936.</p><p>Ranching and farming are long-time economic mainstays on the reservation. Tribal governments successfully obtained water rights and orchestrated construction of three main reservoirs and water delivery and control structures.  Beginning in 1884 with a boarding school in Owyhee, education has long been important to the Duck Valley Shoshone-Paiute people. Today, students attend the Owyhee Combined Schools, part of the Elko County School District. The tribe honors past and present men and women of the tribe who served in all branches the military from WWI to the Middle Eastern theaters of war or as nineteenth-century Army Indian scouts.</p>",Elko," Snake River Basin, Elko County Located along State Route 225 in Owyhee, Nevada.",41.99509,-116.12943,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
152,152,Gerlach,"<p>STATE HISTORICAL MARKER No. 152</p><p>NEVADA STATE PARK SYSTEM</p>
<p>CAL-NEVA R.C. & D. PROJECT</p>",http://nvshpo.org/historical-markers/152,"<p>Situated between Black Rock Desert on the east, and Smoke Creek Desert on the west, the townsite of Gerlach lies in country long occupied by prehistoric man.</p><p>John C. Frémont traveled through Northern Paiute lands when he camped here in 1843 and named “Boiling Springs” ¼ mile north of town.</p><p>This was also emigrant country; the noble road left the Applegate-Lassen tail at Black Springs, went past this site, and southwestward through Smoke Creek Desert toward Susanville.</p><p>The town was established when the Western Pacific Railroad was constructed in Nevada 1905-1909.</p>",Washoe,"Truckee River Basin, Washoe County. Located along State Route 447 at Gerlach.",40.65147,-119.35619,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
153,153,Jarbidge Community Hall,"<p>STATE HISTORIC MARKER No. 153</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>JARBIDGE COMMERCIAL HALL FUND AND IMPROVEMENT CLUB</p>",http://nvshpo.org/historical-markers/153,"<p>Gold discoveries by Dave Bourne in 1909 created the town of Jarbidge.</p><p>With 1,500 population in Jarbidge Canyon by 1910, citizens built this pioneer-type community hall with a “floating” maple floor. Support from the Nevada Commission for Cultural Affairs and the community funded the restoration of the building.</p>",Elko," Snake River Basin, Elko County. Located in the Community Hall in Jarbidge, Nevada.",41.52318,-115.25304,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
154,154,Belleville,"<p>STATE HISTORIC MARKER No. 154</p>
<p>STATE HISTORIC PRESERVATION OFFICE</p>
<p>MINERAL COUNTY ANTIQUE BOTTLE CLUB</p>",http://nvshpo.org/historical-markers/154,"<p>Founded in 1874 by Alsop J. Holmes, Belleville flourished by milling ore from Holmes’ Northern Belle Mine at Candelaria. The mill, located just east of here, made its first bullion-bar shipment (worth $9,200) in April 1875.</p><p>Belleville was also the terminus and work camp of the Carson and Colorado Railroad that reached the town in December 1881.  At that time Belleville’s population peaked at about five hundred and included an assay office, an express office, a telegraph station, a livery stable, a schoolhouse, two hotels, several restaurants and blacksmith shops, and seven saloons.</p><p>By the late 1880s pipes delivered water to Candelaria and allowed local mills to begin operation, reducing the need for shipping costs.  Belleville could not survive the competition and was deserted by 1892.</p>",Mineral," Central Region, Mineral County. Located on State Route 360, eleven miles southwest of junction with U.S. Highway 95.",38.41422,-118.46245,2014-11-01 19:06:38 UTC,2014-11-06 15:11:58 UTC
155,155,Silver Peak,<p>STATE HISTORICAL MARKER No. 155</p><p>STATE HISTORIC PRESERVATION OFFICE</p>,http://nvshpo.org/historical-markers/155,"<p>Silver Peak is one of the oldest mining areas in Nevada.  A 10-stamp mill was built in 1865, and by 1867, a 20-stamp mill was in operation.  Mining camp lawlessness prevailed during the late 1860s and over the next 38 years, Silver Peak had its ups and downs.  In 1906, the Pittsburg Silver Peak Gold Mining Company bought a group of properties, constructed the Silver Peak Railroad, and built a 100-stamp mill at Blair the following year.</p><p>Silver Peak was, at times, one of the leading camps in Nevada, but by 1917 it was abandoned.  The town burned in 1948 and little happened until the Foote Mineral Company began extraction of lithium from under the floor of Clayton Valley</p>",Esmeralda," Central Region, Esmeralda County Located on U.S. Highway 95 at the junction with State Route 265.",38.01841,-117.77609,2014-11-01 19:06:38 UTC,2014-11-07 00:40:37 UTC
